base_hh_id,settlement,state_name,district_name,tehsil_name,village_name,children_home,children_school,relationship,rationcard_1,rationcard_2,rationcard_3,rationcard_4,rationcard_99,rationcard_66,mother_edu,mother_edu_os,father_edu,father_edu_os,guardian_edu,guardian_edu_os,have_electricity,electricity_hours,electricity_devices_1,electricity_devices_2,electricity_devices_3,electricity_devices_4,electricity_devices_5,electricity_devices_6,electricity_devices_7,electricity_devices_8,electricity_devices_9,electricity_devices_66,electricity_devices_88,electricity_devices_os,smartphonebrand_1,smartphonebrand_2,smartphonebrand_3,smartphonebrand_4,smartphonebrand_5,smartphonebrand_6,smartphonebrand_7,smartphonebrand_8,smartphonebrand_9,smartphonebrand_10,smartphonebrand_11,smartphonebrand_12,smartphonebrand_13,smartphonebrand_88,smartphonebrand_99,smartphonebrand_os,smartphduration_1,smartphduration_2,smartphduration_3,smartphduration_4,smartphduration_5,smartphduration_6,smartphduration_7,featurephduration_1,featurephduration_2,featurephduration_3,featurephduration_4,featurephduration_5,featurephduration_6,featurephduration_7,prevent_smartphone_1,prevent_smartphone_2,prevent_smartphone_3,prevent_smartphone_4,prevent_smartphone_5,prevent_smartphone_6,prevent_smartphone_7,prevent_smartphone_8,prevent_smartphone_9,prevent_smartphone_88,prevent_smartphone_os,knowedutech,buysmartphone,advocateonlinelearning,parent_abletouse_1,parent_abletouse_2,parent_abletouse_3,parent_abletouse_66,e1,e2,base_weight
Gujarat694,Rural,Gujarat,Gir Somnath,Gir Gadhda,Umedpara,5,2,Mother,No,Yes,No,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,,70000,.10506576
Gujarat142,Rural,Gujarat,Gir Somnath,Gir Gadhda,Umedpara,1,1,Mother,No,Yes,No,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,No,,60000,.10506576
Gujarat223,Rural,Gujarat,Gir Somnath,Gir Gadhda,Umedpara,4,3,Mother,No,Yes,No,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,Yes,,60000,.10506576
Gujarat879,Rural,Gujarat,Gir Somnath,Kodinar,Adpokar,1,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,.28001288
Gujarat145,Rural,Gujarat,Gir Somnath,Kodinar,Adpokar,1,1,Father,No,No,Yes,No,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,180000,.28001288
Gujarat833,Rural,Gujarat,Gir Somnath,Kodinar,Adpokar,1,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,150000,.28001288
Gujarat957,Rural,Gujarat,Gir Somnath,Kodinar,Adpokar,3,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,90000,.28001288
Gujarat120,Rural,Gujarat,Gir Somnath,Kodinar,Adpokar,2,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,.28001288
Gujarat792,Rural,Gujarat,Gir Somnath,Kodinar,Adpokar,1,1,Mother,No,No,Yes,No,No,No,"graduation (BA, B.com, B.Sc. etc.)",,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,180000,.28001288
Gujarat169,Urban,Gujarat,Gir Somnath,Patan-Veraval,Bhalpara (Ct),2,2,Mother,No,Yes,No,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,No,,70000,.10388052
Gujarat867,Urban,Gujarat,Gir Somnath,Patan-Veraval,Bhalpara (Ct),1,1,Mother,No,Yes,No,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,,60000,.10388052
Gujarat27,Urban,Gujarat,Gir Somnath,Patan-Veraval,Bhalpara (Ct),2,1,Mother,No,Yes,No,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,,60000,.10388052
Gujarat197,Urban,Gujarat,Gir Somnath,Patan-Veraval,Bhalpara (Ct),8,3,Father,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,60000,.10388052
Gujarat470,Urban,Gujarat,Gir Somnath,Patan-Veraval,Bhalpara (Ct),1,1,Legal Guardian,No,Yes,No,No,No,No,,,,,1st to 5th grade,,Yes,24,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,,70000,.10388052
Gujarat519,Urban,Gujarat,Gir Somnath,Patan-Veraval,Bhalpara (Ct),3,2,Father,No,Yes,No,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,No,,90000,.10388052
Gujarat419,Rural,Gujarat,Gir Somnath,Patan-Veraval,Ishvariya,2,2,Mother,No,No,Yes,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,Yes,,60000,.13626432
Gujarat497,Rural,Gujarat,Gir Somnath,Patan-Veraval,Ishvariya,3,3,Mother,No,No,Yes,No,No,No,1st to 5th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,70000,.13626432
Gujarat136,Rural,Gujarat,Gir Somnath,Patan-Veraval,Ishvariya,2,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,No,65000,.13626432
Gujarat326,Rural,Gujarat,Gir Somnath,Patan-Veraval,Ishvariya,2,1,Father,No,No,Yes,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,60000,.13626432
Gujarat718,Rural,Gujarat,Gir Somnath,Patan-Veraval,Ishvariya,3,3,Mother,No,No,Yes,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,,65000,.13626432
Gujarat399,Rural,Gujarat,Gir Somnath,Patan-Veraval,Ishvariya,3,3,Father,No,No,Yes,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,65000,.13626432
Gujarat710,Rural,Gujarat,Gir Somnath,Patan-Veraval,Vavdi Adri,2,2,Mother,No,Yes,No,No,No,No,"Did not attend school, but can read and write",,"Did not attend school, but can read and write",,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,60000,.51099128
Gujarat976,Rural,Gujarat,Gir Somnath,Patan-Veraval,Vavdi Adri,2,1,Mother,No,No,Yes,No,No,No,"Did not attend school, but can read and write",,1st to 5th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,,80000,.51099128
Gujarat708,Rural,Gujarat,Gir Somnath,Patan-Veraval,Vavdi Adri,2,1,Father,No,Yes,No,No,No,No,9th to 12th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,,70000,.51099128
Gujarat51,Rural,Gujarat,Gir Somnath,Patan-Veraval,Vavdi Adri,4,1,Mother,No,Yes,No,No,No,No,"Did not attend school, but can read and write",,no more alive,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,60000,.51099128
Gujarat170,Rural,Gujarat,Gir Somnath,Patan-Veraval,Vavdi Adri,2,2,Father,No,Yes,No,No,No,No,"Did not attend school, but can read and write",,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,70000,.51099128
Gujarat709,Rural,Gujarat,Gir Somnath,Patan-Veraval,Vavdi Adri,1,1,Father,No,Yes,No,No,No,No,"Did not attend school, but can read and write",,"Did not attend school, but can read and write",,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,,80000,.51099128
Gujarat712,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval Rural (Og) (Part),3,3,Father,No,No,Yes,No,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,85000,.046453744
Gujarat857,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval Rural (Og) (Part),1,1,Mother,No,Yes,No,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,70000,.046453744
Gujarat824,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval Rural (Og) (Part),2,2,Father,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,150000,.046453744
Gujarat980,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval Rural (Og) (Part),1,1,Mother,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,80000,.046453744
Gujarat714,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval Rural (Og) (Part),1,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,.046453744
Gujarat775,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval Rural (Og) (Part),2,2,Father,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,.046453744
Gujarat716,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval,3,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,250000,1.0812443
Gujarat466,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval,3,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,250000,1.0812443
Gujarat191,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval,1,1,Father,No,Yes,No,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,150000,1.0812443
Gujarat150,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval,2,2,Father,No,Yes,No,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,"I haven't used, so can't comment on this",No,No,No,Yes,,120000,1.0812443
Gujarat510,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval,3,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,200000,1.0812443
Gujarat944,Urban,Gujarat,Gir Somnath,Patan-Veraval,Veraval,4,3,Mother,No,Yes,No,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,250000,1.0812443
Gujarat411,Urban,Gujarat,Gir Somnath,Sutrapada,Sutrapada,3,1,Mother,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,.13368356
Gujarat235,Urban,Gujarat,Gir Somnath,Sutrapada,Sutrapada,2,2,Father,No,No,Yes,No,No,No,"graduation (BA, B.com, B.Sc. etc.)",,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,220000,.13368356
Gujarat784,Urban,Gujarat,Gir Somnath,Sutrapada,Sutrapada,1,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,150000,.13368356
Gujarat660,Urban,Gujarat,Gir Somnath,Sutrapada,Sutrapada,2,2,Father,No,Yes,No,No,No,No,9th to 12th grade,,vocational education,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,,200000,.13368356
Gujarat965,Urban,Gujarat,Gir Somnath,Sutrapada,Sutrapada,1,1,Father,No,Yes,No,No,No,No,"graduation (BA, B.com, B.Sc. etc.)",,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,225000,.13368356
Gujarat467,Urban,Gujarat,Gir Somnath,Sutrapada,Sutrapada,3,1,Father,No,Yes,No,No,No,No,9th to 12th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,150000,.13368356
Gujarat886,Rural,Gujarat,Gir Somnath,Talala,Amblash,2,1,Mother,No,No,Yes,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,55000,.34612057
Gujarat582,Rural,Gujarat,Gir Somnath,Talala,Amblash,1,1,Mother,No,Yes,No,No,No,No,"Did not attend school, but can read and write",,6th to 8th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,65000,.34612057
Gujarat656,Rural,Gujarat,Gir Somnath,Talala,Amblash,1,1,Father,No,Yes,No,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,150000,.34612057
Gujarat878,Rural,Gujarat,Gir Somnath,Talala,Amblash,3,3,Mother,No,Yes,No,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,90000,.34612057
Gujarat982,Rural,Gujarat,Gir Somnath,Talala,Amblash,2,2,Father,No,Yes,No,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,110000,.34612057
Gujarat921,Rural,Gujarat,Gir Somnath,Talala,Amblash,1,1,Father,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,80000,.34612057
Gujarat900,Rural,Gujarat,Gir Somnath,Talala,Anida,1,1,Father,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,250000,.088824153
Gujarat461,Rural,Gujarat,Gir Somnath,Talala,Anida,2,2,Father,No,No,Yes,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,.088824153
Gujarat950,Rural,Gujarat,Gir Somnath,Talala,Anida,1,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,150000,.088824153
Gujarat672,Rural,Gujarat,Gir Somnath,Talala,Anida,3,3,Father,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,180000,.088824153
Gujarat448,Rural,Gujarat,Gir Somnath,Talala,Anida,2,1,Mother,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,85000,.088824153
Gujarat110,Rural,Gujarat,Gir Somnath,Talala,Anida,2,2,Mother,No,No,Yes,No,No,No,"graduation (BA, B.com, B.Sc. etc.)",,"post-graduation (MA, M.Com, M.Sc. etc.)",,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,300000,.088824153
Gujarat981,Rural,Gujarat,Gir Somnath,Talala,Ankolvadi,2,1,Father,No,Yes,No,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,80000,.48669758
