base_hh_id,settlement,state_name,district_name,tehsil_name,village_name,children_home,children_school,relationship,rationcard_1,rationcard_2,rationcard_3,rationcard_4,rationcard_99,rationcard_66,mother_edu,mother_edu_os,father_edu,father_edu_os,guardian_edu,guardian_edu_os,have_electricity,electricity_hours,electricity_devices_1,electricity_devices_2,electricity_devices_3,electricity_devices_4,electricity_devices_5,electricity_devices_6,electricity_devices_7,electricity_devices_8,electricity_devices_9,electricity_devices_66,electricity_devices_88,electricity_devices_os,smartphonebrand_1,smartphonebrand_2,smartphonebrand_3,smartphonebrand_4,smartphonebrand_5,smartphonebrand_6,smartphonebrand_7,smartphonebrand_8,smartphonebrand_9,smartphonebrand_10,smartphonebrand_11,smartphonebrand_12,smartphonebrand_13,smartphonebrand_88,smartphonebrand_99,smartphonebrand_os,smartphduration_1,smartphduration_2,smartphduration_3,smartphduration_4,smartphduration_5,smartphduration_6,smartphduration_7,featurephduration_1,featurephduration_2,featurephduration_3,featurephduration_4,featurephduration_5,featurephduration_6,featurephduration_7,prevent_smartphone_1,prevent_smartphone_2,prevent_smartphone_3,prevent_smartphone_4,prevent_smartphone_5,prevent_smartphone_6,prevent_smartphone_7,prevent_smartphone_8,prevent_smartphone_9,prevent_smartphone_88,prevent_smartphone_os,knowedutech,buysmartphone,advocateonlinelearning,parent_abletouse_1,parent_abletouse_2,parent_abletouse_3,parent_abletouse_66,e1,e2,base_weight
Gujarat53,Urban,Gujarat,Anand,Anand Rural,Anand,2,2,Mother,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,120000,1.9760525
Gujarat462,Urban,Gujarat,Anand,Anand Rural,Anand,1,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,90000,1.9760525
Gujarat73,Urban,Gujarat,Anand,Anand Rural,Anand,1,1,Father,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,100000,1.9760525
Gujarat285,Urban,Gujarat,Anand,Anand Rural,Anand,2,2,Mother,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,85000,1.9760525
Gujarat25,Urban,Gujarat,Anand,Anand Rural,Anand,2,2,Mother,No,No,Yes,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,1.9760525
Gujarat239,Urban,Gujarat,Anand,Anand Rural,Anand,2,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,150000,1.9760525
Gujarat243,Urban,Gujarat,Anand,Anand Rural,Boriavi,1,1,Mother,No,No,Yes,No,No,No,"Did not attend school, but can read and write",,6th to 8th grade,,,,Yes,24,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,Yes,150000,.19322273
Gujarat48,Urban,Gujarat,Anand,Anand Rural,Boriavi,2,2,Mother,No,No,Yes,No,No,No,"graduation (BA, B.com, B.Sc. etc.)",,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,200000,.19322273
Gujarat434,Urban,Gujarat,Anand,Anand Rural,Boriavi,2,2,Mother,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,,300000,.19322273
Gujarat346,Urban,Gujarat,Anand,Anand Rural,Boriavi,2,1,Mother,No,No,Yes,No,No,No,6th to 8th grade,,1st to 5th grade,,,,Yes,24,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,,100000,.19322273
Gujarat298,Urban,Gujarat,Anand,Anand Rural,Boriavi,3,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,150000,.19322273
Gujarat614,Urban,Gujarat,Anand,Anand Rural,Boriavi,3,1,Mother,No,No,Yes,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,,150000,.19322273
Gujarat357,Urban,Gujarat,Anand,Anand Rural,Gamdi (Ct),2,2,Father,No,Yes,No,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,.14868067
Gujarat131,Urban,Gujarat,Anand,Anand Rural,Gamdi (Ct),2,2,Father,No,No,Yes,No,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,200000,.14868067
Gujarat843,Urban,Gujarat,Anand,Anand Rural,Gamdi (Ct),2,1,Mother,No,Yes,No,No,No,No,1st to 5th grade,,"Did not attend school, but can read and write",,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,120000,.14868067
Gujarat540,Urban,Gujarat,Anand,Anand Rural,Gamdi (Ct),5,1,Father,No,Yes,No,No,No,No,Cannot read and write,,Cannot read and write,,,,Yes,24,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,,80000,.14868067
Gujarat920,Urban,Gujarat,Anand,Anand Rural,Gamdi (Ct),2,2,Father,No,Yes,No,No,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,24,No,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,"I haven't used, so can't comment on this",Yes,Yes,Yes,No,No,80000,.14868067
Gujarat349,Urban,Gujarat,Anand,Anand Rural,Gamdi (Ct),2,2,Mother,No,Yes,No,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,250000,.14868067
Gujarat863,Urban,Gujarat,Anand,Anand Rural,Jitodiya (Part),2,2,Mother,No,No,Yes,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,150000,.014385368
Gujarat798,Urban,Gujarat,Anand,Anand Rural,Jitodiya (Part),2,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,150000,.014385368
Gujarat756,Urban,Gujarat,Anand,Anand Rural,Jitodiya (Part),3,1,Father,No,No,Yes,No,No,No,6th to 8th grade,,1st to 5th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,200000,.014385368
Gujarat587,Urban,Gujarat,Anand,Anand Rural,Jitodiya (Part),2,1,Mother,No,No,No,No,Yes,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,120000,.014385368
Gujarat931,Urban,Gujarat,Anand,Anand Rural,Jitodiya (Part),3,1,Mother,No,No,Yes,No,No,No,6th to 8th grade,,no more alive,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,,120000,.014385368
Gujarat249,Urban,Gujarat,Anand,Anand Rural,Jitodiya (Part),2,2,Father,No,No,Yes,No,No,No,9th to 12th grade,,6th to 8th grade,,,,Yes,24,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,,120000,.014385368
Gujarat618,Urban,Gujarat,Anand,Anand Rural,Mogri (Og),2,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,150000,.10017186
Gujarat827,Urban,Gujarat,Anand,Anand Rural,Mogri (Og),2,1,Mother,No,No,Yes,No,No,No,1st to 5th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,,180000,.10017186
Gujarat856,Urban,Gujarat,Anand,Anand Rural,Mogri (Og),3,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,180000,.10017186
Gujarat233,Urban,Gujarat,Anand,Anand Rural,Mogri (Og),2,1,Father,No,No,Yes,No,No,No,6th to 8th grade,,1st to 5th grade,,,,Yes,24,No,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,200000,.10017186
Gujarat530,Urban,Gujarat,Anand,Anand Rural,Mogri (Og),2,1,Father,No,No,Yes,No,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,24,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,150000,.10017186
Gujarat876,Urban,Gujarat,Anand,Anand Rural,Mogri (Og),2,1,Father,No,No,Yes,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,180000,.10017186
Gujarat423,Urban,Gujarat,Anand,Anand Rural,Ode,2,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,120000,.22070311
Gujarat397,Urban,Gujarat,Anand,Anand Rural,Ode,2,1,Mother,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,,100000,.22070311
Gujarat631,Urban,Gujarat,Anand,Anand Rural,Ode,3,1,Father,No,No,Yes,No,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,120000,.22070311
Gujarat558,Urban,Gujarat,Anand,Anand Rural,Ode,2,1,Father,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,,130000,.22070311
Gujarat556,Urban,Gujarat,Anand,Anand Rural,Ode,2,1,Father,No,No,Yes,No,No,No,9th to 12th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,150000,.22070311
Gujarat126,Urban,Gujarat,Anand,Anand Rural,Ode,2,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,100000,.22070311
Gujarat882,Rural,Gujarat,Anand,Anand Rural,Samarkha,2,1,Mother,No,No,Yes,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,,50000,6.5243239
Gujarat472,Rural,Gujarat,Anand,Anand Rural,Samarkha,1,1,Father,No,No,Yes,No,No,No,6th to 8th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,,50000,6.5243239
Gujarat628,Rural,Gujarat,Anand,Anand Rural,Samarkha,3,2,Father,No,No,Yes,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,,70000,6.5243239
Gujarat836,Rural,Gujarat,Anand,Anand Rural,Samarkha,2,1,Mother,No,No,Yes,No,No,No,1st to 5th grade,,no more alive,,,,Yes,24,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,"I haven't used, so can't comment on this",No,No,No,Yes,,40000,6.5243239
Gujarat443,Rural,Gujarat,Anand,Anand Rural,Samarkha,2,2,Mother,No,No,Yes,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,Yes,,40000,6.5243239
Gujarat715,Rural,Gujarat,Anand,Anand Rural,Samarkha,2,2,Mother,No,Yes,No,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,50000,6.5243239
Gujarat492,Urban,Gujarat,Anand,Anand Rural,Vallabh Vidyanagar,3,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,160000,.24130143
Gujarat172,Urban,Gujarat,Anand,Anand Rural,Vallabh Vidyanagar,2,2,Mother,No,No,Yes,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,150000,.24130143
Gujarat844,Urban,Gujarat,Anand,Anand Rural,Vallabh Vidyanagar,2,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,.24130143
Gujarat842,Urban,Gujarat,Anand,Anand Rural,Vallabh Vidyanagar,2,2,Father,No,No,Yes,No,No,No,vocational education,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,250000,.24130143
Gujarat415,Urban,Gujarat,Anand,Anand Rural,Vallabh Vidyanagar,1,1,Mother,No,No,Yes,No,No,No,"graduation (BA, B.com, B.Sc. etc.)",,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,120000,.24130143
Gujarat166,Urban,Gujarat,Anand,Anand Rural,Vallabh Vidyanagar,2,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,180000,.24130143
Gujarat52,Urban,Gujarat,Anand,Anand Rural,Vithal Udyognagar (Ina),4,4,Mother,No,No,Yes,No,No,No,6th to 8th grade,,"graduation (BA, B.com, B.Sc. etc.)",,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,250000,.050133727
Gujarat797,Urban,Gujarat,Anand,Anand Rural,Vithal Udyognagar (Ina),1,1,Mother,No,No,No,No,No,Yes,9th to 12th grade,,no more alive,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,120000,.050133727
Gujarat736,Urban,Gujarat,Anand,Anand Rural,Vithal Udyognagar (Ina),1,1,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,180000,.050133727
Gujarat173,Urban,Gujarat,Anand,Anand Rural,Vithal Udyognagar (Ina),2,2,Mother,No,No,No,No,No,Yes,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,150000,.050133727
Gujarat525,Urban,Gujarat,Anand,Anand Rural,Vithal Udyognagar (Ina),3,2,Legal Guardian,No,No,Yes,No,No,No,,,,,1st to 5th grade,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,,120000,.050133727
Gujarat34,Urban,Gujarat,Anand,Anand Rural,Vithal Udyognagar (Ina),2,1,Mother,No,No,Yes,No,No,No,"post-graduation (MA, M.Com, M.Sc. etc.)",,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,,175000,.050133727
Gujarat61,Urban,Gujarat,Anand,Anklav,Anklav,2,2,Father,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,No,No,,120000,.15981618
Gujarat868,Urban,Gujarat,Anand,Anklav,Anklav,3,3,Father,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,100000,.15981618
Gujarat747,Urban,Gujarat,Anand,Anklav,Anklav,2,2,Mother,No,No,Yes,No,No,No,9th to 12th grade,,9th to 12th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,120000,.15981618
Gujarat432,Urban,Gujarat,Anand,Anklav,Anklav,2,2,Father,No,Yes,No,No,No,No,1st to 5th grade,,6th to 8th grade,,,,Yes,24,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,,130000,.15981618
Gujarat862,Urban,Gujarat,Anand,Anklav,Anklav,2,2,Father,No,No,Yes,No,No,No,1st to 5th grade,,9th to 12th grade,,,,Yes,24,No,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,100000,.15981618
Gujarat95,Urban,Gujarat,Anand,Anklav,Anklav,2,1,Father,No,No,Yes,No,No,No,6th to 8th grade,,9th to 12th grade,,,,Yes,24,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,,100000,.15981618
Gujarat678,Rural,Gujarat,Anand,Anklav,Devapura,2,2,Father,No,No,Yes,No,No,No,1st to 5th grade,,1st to 5th grade,,,,Yes,24,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,,60000,.084152013
